Order State,Department Name,Product Name,Product Price,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Days for shipment (scheduled),Days for shipping (real),Delivery Status
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,59.99000168,4,179.9700012,18,4,3,Advance shipping
South Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1.600000024,4,158.3600006,74.43000031,4,2,Advance shipping
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,10,4,190,89.30000305,4,6,Late delivery
South Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,14.399999619999999,4,145.5599976,10.92000008,4,5,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,23.98999977,4,135.9700012,9.520000458,4,5,Late delivery
Tasmania,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,30,4,170,61.70999908,4,3,Advance shipping
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,27.19000053,4,132.7700043,37.16999817,4,5,Late delivery
Northern Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,36,4,164,10.17000008,4,4,Shipping on time
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,43.18999863,4,196.7700043,51.15999985,4,3,Advance shipping
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,32,4,168,-117.5999985,4,5,Late delivery
New South Wales,Outdoors,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,16.62999916,4,111.3300018,-14.35999966,4,4,Shipping on time
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,5,5,494.9500122,88.09999847,4,4,Shipping on time
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,27.5,5,472.4500122,122.8399963,4,3,Advance shipping
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,59.99000168,5,439.9599915,118.7900009,4,2,Advance shipping
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,27,5,272.9500122,79.16000366,4,4,Shipping on time
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,27,5,272.9500122,125.5599976,4,2,Advance shipping
Australian Capital Territory,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,30,5,269.9599915,132.2799988,4,2,Advance shipping
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,30,5,269.9599915,121.4800034,4,5,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,35.99000168,5,263.9599915,89.22000122,4,5,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,0,5,250,12.5,4,3,Advance shipping
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,5,5,245,110.25,4,4,Shipping on time
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,23.98999977,5,175.9600067,-87.98000336,4,6,Late delivery
Northern Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,30,5,220,-176,4,3,Advance shipping
Australian Capital Territory,Golf,adidas Men's Germany Black Crest Away Tee,25,21.25,5,103.75,36.31000137,4,2,Advance shipping
Australian Capital Territory,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,33.99000168,5,165.9600067,12.44999981,4,2,Advance shipping
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,42.5,5,207.5,53.95000076,4,4,Shipping on time
New South Wales,Outdoors,Hirzl Women's Soffft Flex Golf Glove,17.98999977,13.48999977,5,76.45999908,-16.29000092,4,5,Late delivery
Queensland,Fan Shop,ENO Atlas Hammock Straps,29.98999977,0,5,149.9499969,41.99000168,4,2,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,17,1,82.98999786,10.36999989,1,2,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,44.13000107,1,2,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7.150000095,1,122.8399963,-24.5699997,1,2,Late delivery
Australian Capital Territory,Apparel,Summer dresses,215.8200073,15.10999966,1,200.7100067,-35.11999893,1,2,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,39.54000092,1,2,Late delivery
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,36.61000061,1,2,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,8.289999962,1,2,Late delivery
New South Wales,Apparel,Summer dresses,215.8200073,34.52999878,1,181.2899933,59.83000183,1,2,Late delivery
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,26,1,103.9899979,13,1,2,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,5,1,45,5.090000153,1,2,Late delivery
Western Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8,1,31.98999977,-21.34000015,1,2,Late delivery
New South Wales,Outdoors,Titleist Pro V1x High Numbers Personalized Go,51.99000168,8.840000153,1,43.15000153,18.12000084,1,2,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,3,1,296.980011,142.5500031,1,2,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,15,1,284.980011,136.7899933,1,2,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,13.5,1,2,Late delivery
South Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,75,1,224.9900055,-174.3600006,1,2,Late delivery
Queensland,Discs Shop,Rock music,260.6499939,2.609999895,1,258.0400085,118.6999969,1,2,Late delivery
Queensland,Discs Shop,DVDs,164.3800049,16.44000053,1,147.9400024,-123.2399979,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,40,2,159.9799957,54.0699997,1,2,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,2.4000000950000002,2,117.5800018,57.61000061,1,2,Late delivery
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,6.599999905,2,113.3799973,35.49000168,1,2,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,0,2,100,47,1,2,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,14.399999619999999,2,65.58000183,2.619999886,1,2,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,28.799999239999998,3,151.1699982,-37.79000092,1,2,Late delivery
Western Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,18,3,101.9700012,-71.37999725,1,2,Late delivery
Western Australia,Outdoors,Hirzl Women's Soffft Flex Golf Glove,17.98999977,2.700000048,3,51.27000046,13.84000015,1,2,Late delivery
Western Australia,Fitness,adidas Kids' F5 Messi FG Soccer Cleat,34.99000168,9.800000191,4,130.1600037,40.74000168,1,2,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,2.4000000950000002,4,237.5599976,83.15000153,1,2,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9.600000381,4,230.3600006,59.88999939,1,2,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2,4,198,91.08000183,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,64.98999786,5,434.9599915,136.1399994,1,2,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,6,5,293.9500122,106.6999969,1,2,Late delivery
Australian Capital Territory,Technology,Industrial consumer electronics,252.8800049,45.52000046,1,207.3600006,51.84000015,4,3,Advance shipping
Victoria,Pet Shop,Adult dog supplies,84.40000153,1.690000057,1,82.70999908,31.02000046,4,6,Late delivery
New South Wales,Pet Shop,Adult dog supplies,84.40000153,2.529999971,1,81.87000275,27.67000008,4,6,Late delivery
New South Wales,Pet Shop,Adult dog supplies,84.40000153,2.529999971,1,81.87000275,31.93000031,4,5,Late delivery
Queensland,Pet Shop,Adult dog supplies,84.40000153,10.13000011,1,74.26999664,35.65000153,4,3,Advance shipping
Queensland,Pet Shop,Adult dog supplies,84.40000153,13.5,1,70.90000153,19.85000038,4,3,Advance shipping
Queensland,Pet Shop,Adult dog supplies,84.40000153,15.18999958,1,69.20999908,19.37999916,4,2,Advance shipping
New South Wales,Pet Shop,Adult dog supplies,84.40000153,21.10000038,1,63.29999924,29.75,4,4,Shipping on time
Queensland,Health and Beauty,First aid kit,293.0400085,2.930000067,1,290.1099854,32.77999878,4,6,Late delivery
Western Australia,Health and Beauty,First aid kit,293.0400085,5.860000134,1,287.1799927,-28.71999931,4,2,Advance shipping
New South Wales,Health and Beauty,First aid kit,293.0400085,20.51000023,1,272.5299988,13.63000011,4,3,Advance shipping
Australian Capital Territory,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1,99.98999786,31.299999239999998,4,3,Advance shipping
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,4,1,95.98999786,23.04000092,4,4,Shipping on time
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,13,1,86.98999786,24.36000061,4,5,Late delivery
Tasmania,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,16,1,83.98999786,39.47999954,4,4,Shipping on time
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,20,1,79.98999786,24,4,2,Advance shipping
New South Wales,Footwear,Nike Women's Tempo Shorts,30,6,1,24,7.920000076,4,3,Advance shipping
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,25,1,74.98999786,-116.2399979,4,5,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,44.20000076,4,2,Advance shipping
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,61.09999847,4,2,Advance shipping
New South Wales,Apparel,Baby sweater,59.08000183,0.589999974,1,58.49000168,-4.150000095,4,5,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,59.20000076,4,4,Shipping on time
Tasmania,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,24.450000760000002,4,4,Shipping on time
Northern Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,60.47999954,4,6,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,61.77000046,4,2,Advance shipping
New South Wales,Apparel,Summer dresses,215.8200073,2.160000086,1,213.6600037,74.77999878,4,4,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.5999999049999998,1,127.3899994,29.299999239999998,4,3,Advance shipping
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.5999999049999998,1,127.3899994,35.66999817,4,4,Shipping on time
New South Wales,Apparel,Baby sweater,59.08000183,1.769999981,1,57.31000137,28.64999962,4,4,Shipping on time
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,-14.25,4,3,Advance shipping
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,44.13000107,4,3,Advance shipping
Western Australia,Apparel,Men's gala suit,210.8500061,8.430000305,1,202.4199982,64.76999664,4,6,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,59.90000153,4,4,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,-109.1900024,4,5,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,15,5,484.9500122,242.4799957,4,2,Advance shipping
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,124.9899979,5,374.9599915,121.8600006,4,3,Advance shipping
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,38.99000168,5,260.9599915,125.2600021,4,6,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,44.99000168,5,254.9600067,-42.58000183,4,6,Late delivery
Western Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,44.99000168,5,254.9600067,119.8300018,4,2,Advance shipping
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,74.98999786,5,224.9600067,-13.27000046,4,5,Late delivery
Western Australia,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,42.5,5,207.5,74.69999695,4,3,Advance shipping
Victoria,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,45,5,205,-78.51999664,4,2,Advance shipping
New South Wales,Outdoors,Glove It Women's Imperial Golf Glove,19.98999977,5,5,94.94999695,-75.95999908,4,2,Advance shipping
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5,499.9500122,129.9900055,4,5,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,10,5,489.9500122,171.4799957,4,4,Shipping on time
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,42.5,5,207.5,101.6800003,4,6,Late delivery
South Australia,Outdoors,Titleist Pro V1x Golf Balls,47.99000168,9.600000381,5,230.3500061,57.59000015,4,5,Late delivery
Queensland,Outdoors,Glove It Women's Imperial Golf Glove,19.98999977,10,5,89.95999908,7.829999924,4,4,Shipping on time
Queensland,Technology,Industrial consumer electronics,252.8800049,5.059999943,1,247.8200073,101.6100006,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,25,1,74.98999786,22.5,1,2,Late delivery
Australian Capital Territory,Apparel,Summer dresses,215.8200073,8.630000114,1,207.1900024,77.69999695,1,2,Late delivery
Western Australia,Apparel,Summer dresses,215.8200073,28.05999947,1,187.7599945,93.87999725,1,2,Late delivery
New South Wales,Outdoors,Lawn mower,532.5800171,79.88999939,1,452.6900024,221.8200073,1,2,Late delivery
Victoria,Discs Shop,Fighting video games,39.75,9.93999958,1,29.80999947,14.01000023,1,2,Late delivery
Victoria,Footwear,Under Armour Women's Ignite PIP VI Slide,31.98999977,15.35999966,3,80.61000061,-2.0199999809999998,1,2,Late delivery
Western Australia,Pet Shop,Adult dog supplies,84.40000153,0.839999974,1,83.55999756,10.43999958,0,1,Late delivery
New South Wales,Pet Shop,Adult dog supplies,84.40000153,1.690000057,1,82.70999908,21.75,0,1,Late delivery
Western Australia,Pet Shop,Adult dog supplies,84.40000153,8.43999958,1,75.95999908,2.279999971,0,1,Late delivery
Queensland,Apparel,Summer dresses,215.8200073,21.57999992,1,194.2400055,89.34999847,0,0,Shipping on time
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,45.04000092,2,2,Shipping on time
New South Wales,Apparel,Summer dresses,215.8200073,2.160000086,1,213.6600037,-9.18999958,2,5,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2.75,1,47.25,3.539999962,2,6,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,66.23999786,2,6,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,100,1,299.9899902,78,2,6,Late delivery
Queensland,Discs Shop,Fighting video games,39.75,0.400000006,1,39.34999847,13.77000046,2,2,Shipping on time
Queensland,Discs Shop,Fighting video games,39.75,2.779999971,1,36.97000122,12.5,2,2,Shipping on time
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,6,3,293.9700012,141.1100006,2,6,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9.899999619,3,170.0700073,-442.1900024,2,2,Shipping on time
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,18,4,182,89.18000031,2,2,Shipping on time
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5,499.9500122,156.4799957,2,2,Shipping on time
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,124.9899979,5,374.9599915,43.86999893,2,2,Shipping on time
Victoria,Technology,Industrial consumer electronics,252.8800049,5.059999943,1,247.8200073,71.87000275,4,2,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1,99.98999786,36.29999924,4,2,Advance shipping
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,52,4,6,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,22.75,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,59.79999924,4,2,Advance shipping
New South Wales,Apparel,Baby sweater,59.08000183,0.589999974,1,58.49000168,16.37999916,4,6,Late delivery
Queensland,Apparel,Summer dresses,215.8200073,10.78999996,1,205.0299988,-55.56000137,4,4,Shipping on time
South Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,11.69999981,1,118.2900009,47.3199997,4,2,Advance shipping
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,8.529999733,4,2,Advance shipping
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,26,1,103.9899979,-26,4,3,Advance shipping
Queensland,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,4.800000191,1,35.18999863,16.88999939,4,2,Advance shipping
Victoria,Outdoors,Glove It Women's Mod Oval Golf Glove,19.98999977,2.4000000950000002,1,17.59000015,1.99000001,4,2,Advance shipping
Western Australia,Outdoors,Lawn mower,532.5800171,106.5199966,1,426.0599976,119.3000031,4,2,Advance shipping
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,9,1,290.980011,75.65000153,4,2,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,9,1,290.980011,105.6299973,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,54,4,6,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,39,1,260.980011,84.8199997,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,45,1,254.9799957,89.23999786,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,48,1,251.9799957,-403.1700134,4,2,Advance shipping
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,68,1,331.980011,103.9100037,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,21.64999962,4,2,Advance shipping
South Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,100,1,299.9899902,39,4,2,Advance shipping
Queensland,Discs Shop,Fighting video games,39.75,0.800000012,1,38.95999908,18.30999947,4,4,Shipping on time
Queensland,Discs Shop,Fighting video games,39.75,1.590000033,1,38.15999985,14.31000042,4,2,Advance shipping
Victoria,Discs Shop,Fighting video games,39.75,2.1900000570000002,1,37.56000137,10.52000046,4,4,Shipping on time
Western Australia,Discs Shop,Rock music,260.6499939,18.25,1,242.3999939,24.23999977,4,5,Late delivery
Queensland,Discs Shop,DVDs,164.3800049,14.78999996,1,149.5899963,71.80000305,4,6,Late delivery
South Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,14,2,185.9799957,92.98999786,4,3,Advance shipping
Queensland,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,40,2,159.9799957,-38.08000183,4,4,Shipping on time
South Australia,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,3.5999999049999998,2,116.3799973,53.54000092,4,3,Advance shipping
Australian Capital Territory,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,16,2,84,8.399999619,4,5,Late delivery
South Australia,Health and Beauty,First aid kit,293.0400085,11.72000027,1,281.3200073,137.8500061,2,6,Late delivery
